Daily	Met File BIOCON 1982 - mid2005

&ENVIRON				
CA = 360
/				

&LATLONG				
LATHEM	=	'N'		
LAT	=	45	0	0
LONHEM	=	'W'		
LONG	=	93	0	0
tzlong = 120
/				


&FORMAT				
DAYORHR	=	0		
6732	16	24	0	19.60669456	3
6733	13	22	1.27	22.03179916	3
6734	11	21	1.02	19.7874477	3
6735	10	25	0	22.22008368	3
6736	10	23	0.76	27.65271967	3
6737	8	25	0.76	24.5623431	3
6738	14	25	0.03	19.641841	3
6739	14	27	0	22.15732218	3
6740	20	26	26.42	9.444351464	3
6741	15	26	1.02	27.68284519	3
6742	15	20	33.02	3.391631799	3
6743	19	32	0	24.03012552	3
6744	19	28	12.7	18.46443515	3
6745	17	25	11.68	6.778242678	3
6746	19	31	7.11	22.75230126	3
6747	17	28	0	28.82259414	3
6748	15	30	0	25.47112971	3
6749	17	30	0	25.03430962	3
6750	21	33	0	27.93389121	3
6751	25	36	0	28.63682008	3
6752	23	33	0	27.86610879	3
6753	23	30	0	20.43012552	3
6754	15	30	2.29	24.92887029	3
6755	12	29	0	30.01757322	3
6756	17	28	0	25.71213389	3
6757	21	35	20.83	26.23179916	3
6758	20	31	16	19.58158996	3
6759	20	29	1.02	16.88033473	3
6760	17	31	0	26.52301255	3
6761	15	22	65.02	6.439330544	3
6762	14	25	0	25.05941423	3
6763	11	27	1.78	28.62677824	3
6764	12	28	0	21.88870293	3
6765	13	29	0	26.43514644	3
6766	16	29	0	27.47949791	3
6767	18	32	0	27.56485356	3
6768	20	34	0	27.25857741	3
6769	20	26	0	13.04686192	3
6770	16	26	0	15.65523013	3
6771	19	29	3.56	15.13807531	3
6772	21	32	22.86	21.18577406	3
6773	15	25	0	23.68619247	3
6774	9	23	0.03	26.50543933	3
6775	14	22	3.81	10.97322176	3
6776	16	27	19.05	11.48284519	3
6777	17	31	0	25.24016736	3
6778	17	28	17.78	15.83096234	3
6779	19	31	8.89	24.63012552	3
6780	17	28	0	24.30125523	3
6781	18	33	0	24.11548117	3
6782	21	32	2.54	19.12719665	3
6783	15	26	0	22.45606695	3
6784	11	25	0	28.03430962	3
6785	13	20	22.35	7.915481172	3
6786	18	25	1.27	10.27280335	3
6787	16	26	0	21.59246862	3
6788	13	22	0	19.72970711	3
6789	15	26	0	22.08953975	3
6790	17	28	0.03	23.42008368	3
6791	17	29	0.51	21.09539749	3
6792	19	26	1.78	22.73221757	3
6793	16	32	0.03	25.20753138	3
6794	16	24	4.83	13.07949791	3
6795	12	24	10.16	18.04518828	3
6796	11	28	37.08	25.16485356	3
6797	16	25	0	15.66276151	3
6798	11	26	0	20.558159	3
6799	10	21	0	19.36569038	2.983333333
6800	6	22	0	26.01589958	2.966666667
6801	8	24	0	25.20502092	2.95
6802	10	25	10.16	23.68619247	2.933333333
6803	17	26	37.08	7.041841004	2.916666667
6804	16	24	0	7.707112971	2.9
6805	15	25	0	8.19916318	2.883333333
6806	14	28	0	20.70376569	2.866666667
6807	13	28	0	22.52635983	2.85
6808	12	28	0	22.53640167	2.833333333
6809	15	27	0	20.02594142	2.816666667
6810	15	28	1.27	15.41924686	2.8
6811	18	25	0	13.00167364	2.783333333
6812	16	26	0	18.71046025	2.766666667
6813	18	28	0	20.51297071	2.75
6814	18	30	33.02	17.96485356	2.733333333
6815	14	27	0	16.57154812	2.716666667
6816	10	27	0	23.01338912	2.7
6817	11	29	0.03	22.01924686	2.683333333
6818	17	27	1.27	15.70543933	2.666666667
6819	17	29	30.48	17.91966527	2.65
6820	21	33	0	20.21171548	2.633333333
6821	19	32	0	20.34476987	2.616666667
6822	21	30	0	20.73389121	2.6
6823	12	23	30.23	20.68870293	2.583333333
6824	9	25	0.03	17.7539749	2.566666667
6825	11	27	0.03	19.09707113	2.55
6826	14	20	0.03	6.853556485	2.533333333
6827	9	21	10.67	8.151464435	2.516666667
6828	4	20	0	20.92468619	2.5
6829	10	27	0	19.98577406	2.483333333
6830	10	26	0.03	19.10460251	2.466666667
6831	16	25	0.03	12.16066946	2.45
6832	13	22	0	10.29790795	2.433333333
6833	11	22	1.02	10.25020921	2.416666667
6834	7	17	0	13.17740586	2.4
6835	2	14	0	16.9832636	2.383333333
6836	1	13	2.03	9.717991632	2.366666667
6837	-1	16	0.25	15.58242678	2.35
6838	6	12	18.29	1.724686192	2.333333333
6839	2	14	3.56	10.09456067	2.316666667
6840	-1	20	0	17.74644351	2.3
6841	5	12	3.81	3.589958159	2.283333333
6842	9	15	0.03	3.369037657	2.266666667
6843	11	28	0.25	12.05271967	2.25
6844	9	23	1.78	15.96401674	2.233333333
6845	2	9	0	5.327196653	2.216666667
6846	1	11	1.27	3.881171548	2.2
6847	4	11	52.07	2.756485356	2.183333333
6848	2	13	6.86	9.825941423	2.166666667
6849	1	7	3.56	2.89707113	2.15
6850	-2	7	0	4.674476987	2.133333333
6851	1	17	1.78	12.80334728	2.116666667
6852	-2	13	4.83	15.74309623	2.1
6853	6	16	4.57	11.82426778	2.083333333
6854	11	24	0	11.841841	2.066666667
6855	1	19	7.62	9.672803347	2.05
6856	-2	11	0	15.28117155	2.033333333
6857	-2	17	0	13.41589958	2.016666667
6858	-5	8	0	11.61589958	2
6859	-8	5	0	7.960669456	1.966666667
6860	-5	3	1.02	4.664435146	1.933333333
6861	1	6	4.06	5.146443515	1.9
6862	-3	5	0	4.49874477	1.866666667
6863	-3	0	0.76	1.212552301	1.833333333
6864	-1	2	6.6	2.575732218	1.8
6865	-2	2	0	9.183263598	1.766666667
6866	-6	2	0	7.99832636	1.733333333
6867	-7	6	0	6.974058577	1.7
6868	2	5	0.51	1.687029289	1.666666667
6869	-2	4	0	4.159832636	1.633333333
6870	-5	5	0	4.820083682	1.6
6871	0	5	0	1.882845188	1.566666667
6872	3	9	0.03	3.763179916	1.533333333
6873	-3	4	0.76	2.942259414	1.5
6874	-5	2	0	10.8125523	1.466666667
6875	-8	2	0	9.893723849	1.433333333
6876	-5	7	0	11.21422594	1.4
6877	-5	7	0	10.80251046	1.366666667
6878	-5	1	0	7.385774059	1.333333333
6879	-4	2	0.03	2.962343096	1.3
6880	-5	6	0	8.949790795	1.266666667
6881	-4	17	0	10.18242678	1.233333333
6882	-1	11	0	4.973221757	1.2
6883	0	11	3.3	3.946443515	1.166666667
6884	-1	6	0	2.071129707	1.133333333
6885	-3	4	0	5.764016736	1.1
6886	-6	6	0	7.127196653	1.066666667
6887	-9	3	0	3.228451883	1.033333333
6888	-9	0	0	5.083682008	1
6889	-10	-3	0	6.165690377	0.966666667
6890	-9	1	0	5.633472803	0.933333333
6891	-7	2	0	7.965690377	0.9
6892	-3	7	0	5.452719665	0.866666667
6893	-4	9	0	8.482845188	0.833333333
6894	-5	7	0.03	5.769037657	0.8
6895	-4	4	1.78	3.409205021	0.766666667
6896	-4	1	0	3.635146444	0.733333333
6897	-2	5	0	6.509623431	0.7
6898	-7	-2	0	4.061924686	0.666666667
6899	-12	-5	0	3.830962343	0.633333333
6900	-12	-2	0	7.882845188	0.6
6901	-10	-2	0	4.963179916	0.566666667
6902	-9	7	0	6.790794979	0.533333333
6903	-5	8	0	5.410041841	0.5
6904	-11	-5	0	7.370711297	0.466666667
6905	-9	2	0	5.59832636	0.433333333
6906	-15	-4	0	7.629288703	0.4
6907	-18	-6	0	7.087029289	0.366666667
6908	-14	-7	0	3.720502092	0.333333333
6909	-17	-5	0	7.488702929	0.3
6910	-15	0	0	6.436820084	0.266666667
6911	-7	1	0	5.663598326	0.233333333
6912	-16	-6	0	7.305439331	0.2
6913	-14	3	0	6.261087866	0.166666667
6914	-6	6	0	6.389121339	0.133333333
6915	-3	3	0	0.926359833	0.1
6916	-3	3	0	4.40334728	0.066666667
6917	-9	4	0	6.916317992	0.033333333
6918	-4	8	0	6.542259414	0
6919	-4	6	0	2.939748954	0
6920	-7	0	0.03	1.393305439	0
6921	-4	3	3.05	1.410878661	0
6922	0	6	2.54	0.763179916	0
6923	-1	4	0.25	0.991631799	0
6924	-4	-1	0	2.922175732	0
6925	-7	-3	0	3.376569038	0
6926	-8	-3	0	2.952301255	0
6927	-11	-4	0	6.730543933	0
6928	-11	-6	0	1.137238494	0
6929	-13	-5	0	6.728033473	0
6930	-9	1	0	7.887866109	0
6931	-7	1	0	5.69874477	0
6932	-4	4	0.03	5.528033473	0
6933	-6	4	0	5.179079498	0
6934	-3	3	0	5.138912134	0
6935	-12	-3	0	7.227615063	0
6936	-18	-8	0	4.875313808	0
6937	-22	-8	0	7.870292887	0
6938	-20	-3	0	6.866108787	0
6939	-11	0	0.51	6.188284519	0
6940	-8	2	0	5.226778243	0
6941	-17	-1	0	5.932217573	0
6942	-18	-3	0	6.838493724	0
6943	-5	9	0	6.675313808	0
6944	1	9	0	7.059414226	0
6945	-2	3	0	2.387447699	0
6946	-4	6	0	7.584100418	0
6947	-6	4	0	7.925523013	0
6948	-8	1	1.02	2.234309623	0
6949	-4	-2	1.52	2.046025105	0
6950	-7	-3	0.03	4.189958159	0
6951	-17	-7	0.03	5.430125523	0
6952	-18	-7	0	8.590794979	0
6953	-24	-12	0	8.836820084	0
6954	-14	-1	0.25	7.654393305	0
6955	-10	-2	0	4.917991632	0
6956	-13	-1	0	6.994142259	0
6957	-9	8	0	7.594142259	0
6958	-9	0	0	3.057740586	0
6959	-16	-1	0	9.351464435	0
6960	-3	9	0	9.165690377	0
6961	-4	10	0	8.882008368	0
6962	-4	1	0	4.240167364	0
6963	-11	-4	0	1.968200837	0
6964	-12	-7	0	2.086192469	0
6965	-15	-6	0	6.768200837	0
6966	-11	-4	1.27	3.627615063	0
6967	-13	-2	0	11.71380753	0
6968	-12	-2	0.25	7.639330544	0
6969	-16	-6	0	9.411715481	0
6970	-23	-5	0	11.95230126	0
6971	-14	0	0	10.68451883	0
6972	2	8	0	11.29707113	0
6973	-5	7	0	10.89539749	0
6974	-6	10	0	10.92803347	0
6975	0	3	1.52	1.925523013	0
6976	-10	0	0	12.16820084	0
6977	-10	6	0	7.212552301	0
6978	-10	1	0	12.08284519	0
6979	-12	6	0	12.21589958	0
6980	-1	8	0	9.492050209	0
6981	-2	6	0	9.780753138	0
6982	-3	5	0	6.39916318	0
6983	-10	6	0	13.20251046	0
6984	1	11	0.51	8.312133891	0
6985	0	4	8.89	0.858577406	0
6986	-3	1	3.3	4.862761506	0
6987	-12	1	0	14.3874477	0
6988	-15	3	0	10.65188285	0
6989	1	10	0.03	10.16485356	0
6990	-6	2	2.54	1.69958159	0
6991	-11	-5	0	10.34560669	0
6992	-13	-7	0	9.012552301	0
6993	-19	-7	0	15.47196653	0
6994	-12	-7	0	14.33472803	0
6995	-21	-11	0	12.13054393	0
6996	-14	-8	0	14.3874477	0
6997	-22	-9	0.03	17.18912134	0
6998	-20	-7	0	7.310460251	0
6999	-13	-4	1.78	4.917991632	0
7000	-9	-6	0.25	11.54811715	0
7001	-13	-5	6.6	5.841841004	0
7002	-7	-1	5.08	6.291213389	0
7003	-12	-1	5.84	8.994979079	0
7004	-18	-7	0.03	15.11297071	0
7005	-12	-1	0	14.91213389	0
7006	-11	4	0	16.45606695	0
7007	-1	6	0.03	12.7707113	0
7008	-4	1	14.48	2.470292887	0
7009	-6	-1	2.03	18.16820084	0
7010	-17	3	0	20.71631799	0
7011	-4	3	0.25	11.88451883	0
7012	-4	6	0.76	14.81924686	0
7013	-1	4	0.76	7.651882845	0
7014	-9	2	0.51	15.18577406	0
7015	-17	-6	0	18.76066946	0
7016	-14	-6	0	21.15313808	0
7017	-11	1	0	18.28368201	0
7018	-10	-2	0	21.46443515	0
7019	-16	-2	0	21.88368201	0
7020	-14	2	0	21.57991632	0
7021	-7	9	0	20.77656904	0
7022	3	9	1.02	18.67531381	0
7023	-2	8	0	19.91046025	0
7024	-7	6	0.03	14.59079498	0
7025	-5	2	0	8.5958159	0
7026	-10	-2	3.56	5.756485356	0
7027	-3	0	10.16	11.67615063	0
7028	-7	-1	0	12.85857741	0
7029	-5	1	0	16.52384937	0
7030	-11	3	0	22.11715481	0
7031	-7	7	0	20.84937238	0
7032	6	15	0	8.769037657	0
7033	3	14	0	12.92384937	0
7034	-3	11	2.29	23.50543933	0
7035	4	11	30.48	6.943933054	0
7036	3	6	25.15	3.394142259	0
7037	4	17	0	19.96820084	0
7038	4	20	1.27	18.65020921	0
7039	9	24	1.02	19.09205021	0
7040	9	31	0	20.29456067	0
7041	20	31	0.51	15.32887029	0
7042	9	28	1.78	24.12803347	0.066666667
7043	8	28	11.18	22.72468619	0.133333333
7044	2	22	0	18.29372385	0.2
7045	-1	10	0	25.22259414	0.266666667
7046	-1	9	5.84	6.30125523	0.333333333
7047	-2	5	1.02	13.09456067	0.4
7048	1	19	0	23.98493724	0.466666667
7049	5	18	0	14.58577406	0.533333333
7050	-2	6	0	25.70711297	0.6
7051	-4	10	1.27	23.10125523	0.666666667
7052	0	9	15.24	4.325523013	0.733333333
7053	1	5	3.81	8.354811715	0.8
7054	4	16	1.27	22.05439331	0.866666667
7055	-2	17	0	18.79330544	0.933333333
7056	-1	14	0	15.71799163	1
7057	-2	10	0	23.53054393	1.066666667
7058	-4	18	0	28.31297071	1.133333333
7059	0	15	0	16.29790795	1.2
7060	-2	23	10.92	20.13138075	1.266666667
7061	5	12	0	7.360669456	1.333333333
7062	1	10	3.81	10.76736402	1.4
7063	4	8	15.24	5.194142259	1.466666667
7064	3	9	0	9.672803347	1.533333333
7065	1	17	0	25.49372385	1.6
7066	4	12	2.54	5.066108787	1.666666667
7067	5	10	0	8.540585774	1.733333333
7068	1	18	1.27	19.03933054	1.8
7069	6	18	0	27.09288703	1.866666667
7070	10	25	0	17.97238494	1.933333333
7071	7	15	0	25.45104603	2
7072	0	14	0	28.66443515	2.066666667
7073	0	14	0	27.29121339	2.133333333
7074	-1	14	0	28.78995816	2.2
7075	-3	17	0	29.44769874	2.266666667
7076	0	20	0	29.83179916	2.333333333
7077	9	24	0	17.08619247	2.4
7078	8	19	0	21.47698745	2.466666667
7079	4	15	0	26.44016736	2.533333333
7080	7	18	0.25	17.85188285	2.6
7081	6	20	10.67	14.33723849	2.666666667
7082	7	27	0	25.63933054	2.733333333
7083	12	24	0.76	12.27364017	2.8
7084	10	30	0.03	28.16987448	2.866666667
7085	13	32	0	27.52970711	2.933333333
7086	14	30	0	27.34393305	3
7087	14	28	0	28.91548117	3
7088	8	21	5.08	14.13640167	3
7089	8	13	0.03	4.132217573	3
7090	6	14	2.54	5.641004184	3
7091	4	24	0	23.29958159	3
7092	10	26	7.62	27.8083682	3
7093	15	26	2.54	19.27029289	3
7094	14	24	0	9.49707113	3
7095	19	29	0	21.8209205	3
7096	18	28	13.97	13.87531381	3
7097	16	24	0	19.60669456	3
7098	13	22	1.27	22.03179916	3
7099	11	21	1.02	19.7874477	3
7100	10	25	0	22.22008368	3
7101	10	23	0.76	27.65271967	3
7102	8	25	0.76	24.5623431	3
7103	14	25	0.03	19.641841	3
7104	14	27	0	22.15732218	3
7105	20	26	26.42	9.444351464	3
7106	15	26	1.02	27.68284519	3
7107	15	20	33.02	3.391631799	3
7108	19	32	0	24.03012552	3
7109	19	28	12.7	18.46443515	3
7110	17	25	11.68	6.778242678	3
7111	19	31	7.11	22.75230126	3
7112	17	28	0	28.82259414	3
7113	15	30	0	25.47112971	3
7114	17	30	0	25.03430962	3
7115	21	33	0	27.93389121	3
7116	25	36	0	28.63682008	3
7117	23	33	0	27.86610879	3
7118	23	30	0	20.43012552	3
7119	15	30	2.29	24.92887029	3
7120	12	29	0	30.01757322	3
7121	17	28	0	25.71213389	3
7122	21	35	20.83	26.23179916	3
7123	20	31	16	19.58158996	3
7124	20	29	1.02	16.88033473	3
7125	17	31	0	26.52301255	3
7126	15	22	65.02	6.439330544	3
7127	14	25	0	25.05941423	3
7128	11	27	1.78	28.62677824	3
7129	12	28	0	21.88870293	3
7130	13	29	0	26.43514644	3
7131	16	29	0	27.47949791	3
7132	18	32	0	27.56485356	3
7133	20	34	0	27.25857741	3
7134	20	26	0	13.04686192	3
7135	16	26	0	15.65523013	3
7136	19	29	3.56	15.13807531	3
7137	21	32	22.86	21.18577406	3
7138	15	25	0	23.68619247	3
7139	9	23	0.03	26.50543933	3
7140	14	22	3.81	10.97322176	3
7141	16	27	19.05	11.48284519	3
7142	17	31	0	25.24016736	3
7143	17	28	17.78	15.83096234	3
7144	19	31	8.89	24.63012552	3
7145	17	28	0	24.30125523	3
7146	18	33	0	24.11548117	3
7147	21	32	2.54	19.12719665	3
7148	15	26	0	22.45606695	3
7149	11	25	0	28.03430962	3
7150	13	20	22.35	7.915481172	3
7151	18	25	1.27	10.27280335	3
7152	16	26	0	21.59246862	3
7153	13	22	0	19.72970711	3
7154	15	26	0	22.08953975	3
7155	17	28	0.03	23.42008368	3
7156	17	29	0.51	21.09539749	3
7157	19	26	1.78	22.73221757	3
7158	16	32	0.03	25.20753138	3
7159	16	24	4.83	13.07949791	3
7160	12	24	10.16	18.04518828	3
7161	11	28	37.08	25.16485356	3
7162	16	25	0	15.66276151	3
7163	11	26	0	20.558159	3
7164	10	21	0	19.36569038	2.983333333
7165	6	22	0	26.01589958	2.966666667
7166	8	24	0	25.20502092	2.95
7167	10	25	10.16	23.68619247	2.933333333
7168	17	26	37.08	7.041841004	2.916666667
7169	16	24	0	7.707112971	2.9
7170	15	25	0	8.19916318	2.883333333
7171	14	28	0	20.70376569	2.866666667
7172	13	28	0	22.52635983	2.85
7173	12	28	0	22.53640167	2.833333333
7174	15	27	0	20.02594142	2.816666667
7175	15	28	1.27	15.41924686	2.8
7176	18	25	0	13.00167364	2.783333333
7177	16	26	0	18.71046025	2.766666667
7178	18	28	0	20.51297071	2.75
7179	18	30	33.02	17.96485356	2.733333333
7180	14	27	0	16.57154812	2.716666667
7181	10	27	0	23.01338912	2.7
7182	11	29	0.03	22.01924686	2.683333333
7183	17	27	1.27	15.70543933	2.666666667
7184	17	29	30.48	17.91966527	2.65
7185	21	33	0	20.21171548	2.633333333
7186	19	32	0	20.34476987	2.616666667
7187	21	30	0	20.73389121	2.6
7188	12	23	30.23	20.68870293	2.583333333
7189	9	25	0.03	17.7539749	2.566666667
7190	11	27	0.03	19.09707113	2.55
7191	14	20	0.03	6.853556485	2.533333333
7192	9	21	10.67	8.151464435	2.516666667
7193	4	20	0	20.92468619	2.5
7194	10	27	0	19.98577406	2.483333333
7195	10	26	0.03	19.10460251	2.466666667
7196	16	25	0.03	12.16066946	2.45
7197	13	22	0	10.29790795	2.433333333
7198	11	22	1.02	10.25020921	2.416666667
7199	7	17	0	13.17740586	2.4
7200	2	14	0	16.9832636	2.383333333
7201	1	13	2.03	9.717991632	2.366666667
7202	-1	16	0.25	15.58242678	2.35
7203	6	12	18.29	1.724686192	2.333333333
7204	2	14	3.56	10.09456067	2.316666667
7205	-1	20	0	17.74644351	2.3
7206	5	12	3.81	3.589958159	2.283333333
7207	9	15	0.03	3.369037657	2.266666667
7208	11	28	0.25	12.05271967	2.25
7209	9	23	1.78	15.96401674	2.233333333
7210	2	9	0	5.327196653	2.216666667
7211	1	11	1.27	3.881171548	2.2
7212	4	11	52.07	2.756485356	2.183333333
7213	2	13	6.86	9.825941423	2.166666667
7214	1	7	3.56	2.89707113	2.15
7215	-2	7	0	4.674476987	2.133333333
7216	1	17	1.78	12.80334728	2.116666667
7217	-2	13	4.83	15.74309623	2.1
7218	6	16	4.57	11.82426778	2.083333333
7219	11	24	0	11.841841	2.066666667
7220	1	19	7.62	9.672803347	2.05
7221	-2	11	0	15.28117155	2.033333333
7222	-2	17	0	13.41589958	2.016666667
7223	-5	8	0	11.61589958	2
7224	-8	5	0	7.960669456	1.966666667
7225	-5	3	1.02	4.664435146	1.933333333
7226	1	6	4.06	5.146443515	1.9
7227	-3	5	0	4.49874477	1.866666667
7228	-3	0	0.76	1.212552301	1.833333333
7229	-1	2	6.6	2.575732218	1.8
7230	-2	2	0	9.183263598	1.766666667
7231	-6	2	0	7.99832636	1.733333333
7232	-7	6	0	6.974058577	1.7
7233	2	5	0.51	1.687029289	1.666666667
7234	-2	4	0	4.159832636	1.633333333
7235	-5	5	0	4.820083682	1.6
7236	0	5	0	1.882845188	1.566666667
7237	3	9	0.03	3.763179916	1.533333333
7238	-3	4	0.76	2.942259414	1.5
7239	-5	2	0	10.8125523	1.466666667
7240	-8	2	0	9.893723849	1.433333333
7241	-5	7	0	11.21422594	1.4
7242	-5	7	0	10.80251046	1.366666667
7243	-5	1	0	7.385774059	1.333333333
7244	-4	2	0.03	2.962343096	1.3
7245	-5	6	0	8.949790795	1.266666667
7246	-4	17	0	10.18242678	1.233333333
7247	-1	11	0	4.973221757	1.2
7248	0	11	3.3	3.946443515	1.166666667
7249	-1	6	0	2.071129707	1.133333333
7250	-3	4	0	5.764016736	1.1
7251	-6	6	0	7.127196653	1.066666667
7252	-9	3	0	3.228451883	1.033333333
7253	-9	0	0	5.083682008	1
7254	-10	-3	0	6.165690377	0.966666667
7255	-9	1	0	5.633472803	0.933333333
7256	-7	2	0	7.965690377	0.9
7257	-3	7	0	5.452719665	0.866666667
7258	-4	9	0	8.482845188	0.833333333
7259	-5	7	0.03	5.769037657	0.8
7260	-4	4	1.78	3.409205021	0.766666667
7261	-4	1	0	3.635146444	0.733333333
7262	-2	5	0	6.509623431	0.7
7263	-7	-2	0	4.061924686	0.666666667
7264	-12	-5	0	3.830962343	0.633333333
7265	-12	-2	0	7.882845188	0.6
7266	-10	-2	0	4.963179916	0.566666667
7267	-9	7	0	6.790794979	0.533333333
7268	-5	8	0	5.410041841	0.5
7269	-11	-5	0	7.370711297	0.466666667
7270	-9	2	0	5.59832636	0.433333333
7271	-15	-4	0	7.629288703	0.4
7272	-18	-6	0	7.087029289	0.366666667
7273	-14	-7	0	3.720502092	0.333333333
7274	-17	-5	0	7.488702929	0.3
7275	-15	0	0	6.436820084	0.266666667
7276	-7	1	0	5.663598326	0.233333333
7277	-16	-6	0	7.305439331	0.2
7278	-14	3	0	6.261087866	0.166666667
7279	-6	6	0	6.389121339	0.133333333
7280	-3	3	0	0.926359833	0.1
7281	-3	3	0	4.40334728	0.066666667
7282	-9	4	0	6.916317992	0.033333333
7283	-4	8	0	6.542259414	0
7284	-4	6	0	2.939748954	0
7285	-7	0	0.03	1.393305439	0
7286	-4	3	3.05	1.410878661	0
7287	0	6	2.54	0.763179916	0
7288	-1	4	0.25	0.991631799	0
7289	-4	-1	0	2.922175732	0
7290	-7	-3	0	3.376569038	0
7291	-8	-3	0	2.952301255	0
7292	-11	-4	0	6.730543933	0
7293	-11	-6	0	1.137238494	0
7294	-13	-5	0	6.728033473	0
7295	-9	1	0	7.887866109	0
7296	-7	1	0	5.69874477	0
7297	-4	4	0.03	5.528033473	0
7298	-6	4	0	5.179079498	0
7299	-3	3	0	5.138912134	0
7300	-12	-3	0	7.227615063	0
7301	-18	-8	0	4.875313808	0
7302	-22	-8	0	7.870292887	0
7303	-20	-3	0	6.866108787	0
7304	-11	0	0.51	6.188284519	0
7305	-8	2	0	5.226778243	0
7306	-17	-1	0	5.932217573	0
7307	-18	-3	0	6.838493724	0
7308	-5	9	0	6.675313808	0
7309	1	9	0	7.059414226	0
7310	-2	3	0	2.387447699	0
7311	-4	6	0	7.584100418	0
7312	-6	4	0	7.925523013	0
7313	-8	1	1.02	2.234309623	0
7314	-4	-2	1.52	2.046025105	0
7315	-7	-3	0.03	4.189958159	0
7316	-17	-7	0.03	5.430125523	0
7317	-18	-7	0	8.590794979	0
7318	-24	-12	0	8.836820084	0
7319	-14	-1	0.25	7.654393305	0
7320	-10	-2	0	4.917991632	0
7321	-13	-1	0	6.994142259	0
7322	-9	8	0	7.594142259	0
7323	-9	0	0	3.057740586	0
7324	-16	-1	0	9.351464435	0
7325	-3	9	0	9.165690377	0
7326	-4	10	0	8.882008368	0
7327	-4	1	0	4.240167364	0
7328	-11	-4	0	1.968200837	0
7329	-12	-7	0	2.086192469	0
7330	-15	-6	0	6.768200837	0
7331	-11	-4	1.27	3.627615063	0
7332	-13	-2	0	11.71380753	0
7333	-12	-2	0.25	7.639330544	0
7334	-16	-6	0	9.411715481	0
7335	-23	-5	0	11.95230126	0
7336	-14	0	0	10.68451883	0
7337	2	8	0	11.29707113	0
7338	-5	7	0	10.89539749	0
7339	-6	10	0	10.92803347	0
7340	0	3	1.52	1.925523013	0
7341	-10	0	0	12.16820084	0
7342	-10	6	0	7.212552301	0
7343	-10	1	0	12.08284519	0
7344	-12	6	0	12.21589958	0
7345	-1	8	0	9.492050209	0
7346	-2	6	0	9.780753138	0
7347	-3	5	0	6.39916318	0
7348	-10	6	0	13.20251046	0
7349	1	11	0.51	8.312133891	0
7350	0	4	8.89	0.858577406	0
7351	-3	1	3.3	4.862761506	0
7352	-12	1	0	14.3874477	0
7353	-15	3	0	10.65188285	0
7354	1	10	0.03	10.16485356	0
7355	-6	2	2.54	1.69958159	0
7356	-11	-5	0	10.34560669	0
7357	-13	-7	0	9.012552301	0
7358	-19	-7	0	15.47196653	0
7359	-12	-7	0	14.33472803	0
7360	-21	-11	0	12.13054393	0
7361	-14	-8	0	14.3874477	0
7362	-22	-9	0.03	17.18912134	0
7363	-20	-7	0	7.310460251	0
7364	-13	-4	1.78	4.917991632	0
7365	-9	-6	0.25	11.54811715	0
7366	-13	-5	6.6	5.841841004	0
7367	-7	-1	5.08	6.291213389	0
7368	-12	-1	5.84	8.994979079	0
7369	-18	-7	0.03	15.11297071	0
7370	-12	-1	0	14.91213389	0
7371	-11	4	0	16.45606695	0
7372	-1	6	0.03	12.7707113	0
7373	-4	1	14.48	2.470292887	0
7374	-6	-1	2.03	18.16820084	0
7375	-17	3	0	20.71631799	0
7376	-4	3	0.25	11.88451883	0
7377	-4	6	0.76	14.81924686	0
7378	-1	4	0.76	7.651882845	0
7379	-9	2	0.51	15.18577406	0
7380	-17	-6	0	18.76066946	0
7381	-14	-6	0	21.15313808	0
7382	-11	1	0	18.28368201	0
7383	-10	-2	0	21.46443515	0
7384	-16	-2	0	21.88368201	0
7385	-14	2	0	21.57991632	0
7386	-7	9	0	20.77656904	0
7387	3	9	1.02	18.67531381	0
7388	-2	8	0	19.91046025	0
7389	-7	6	0.03	14.59079498	0
7390	-5	2	0	8.5958159	0
7391	-10	-2	3.56	5.756485356	0
7392	-3	0	10.16	11.67615063	0
7393	-7	-1	0	12.85857741	0
7394	-5	1	0	16.52384937	0
7395	-11	3	0	22.11715481	0
7396	-7	7	0	20.84937238	0
7397	6	15	0	8.769037657	0
7398	3	14	0	12.92384937	0
7399	-3	11	2.29	23.50543933	0
7400	4	11	30.48	6.943933054	0
7401	3	6	25.15	3.394142259	0
7402	4	17	0	19.96820084	0
7403	4	20	1.27	18.65020921	0
7404	9	24	1.02	19.09205021	0
7405	9	31	0	20.29456067	0
7406	20	31	0.51	15.32887029	0
7407	9	28	1.78	24.12803347	0.066666667
7408	8	28	11.18	22.72468619	0.133333333
7409	2	22	0	18.29372385	0.2
7410	-1	10	0	25.22259414	0.266666667
7411	-1	9	5.84	6.30125523	0.333333333
7412	-2	5	1.02	13.09456067	0.4
7413	1	19	0	23.98493724	0.466666667
7414	5	18	0	14.58577406	0.533333333
7415	-2	6	0	25.70711297	0.6
7416	-4	10	1.27	23.10125523	0.666666667
7417	0	9	15.24	4.325523013	0.733333333
7418	1	5	3.81	8.354811715	0.8
7419	4	16	1.27	22.05439331	0.866666667
7420	-2	17	0	18.79330544	0.933333333
7421	-1	14	0	15.71799163	1
7422	-2	10	0	23.53054393	1.066666667
7423	-4	18	0	28.31297071	1.133333333
7424	0	15	0	16.29790795	1.2
7425	-2	23	10.92	20.13138075	1.266666667
7426	5	12	0	7.360669456	1.333333333
7427	1	10	3.81	10.76736402	1.4
7428	4	8	15.24	5.194142259	1.466666667
